""	"ID"	"Year_Birth"	"Education"	"Marital_Status"	"Income"	"Kidhome"	"Teenhome"	"Dt_Customer"	"Recency"	"MntWines"	"MntFruits"	"MntMeatProducts"	"MntFishProducts"	"MntSweetProducts"	"MntGoldProds"	"NumDealsPurchases"	"NumWebPurchases"	"NumCatalogPurchases"	"NumStorePurchases"	"NumWebVisitsMonth"	"AcceptedCmp3"	"AcceptedCmp4"	"AcceptedCmp5"	"AcceptedCmp1"	"AcceptedCmp2"	"Complain"	"Z_CostContact"	"Z_Revenue"	"Response"	"Kid_Status"
"165"	6248	1947	"Master"	"Single"	91712	0	0	"17-10-2013"	47	1276	24	746	94	29	48	0	9	7	11	3	0	0	1	0	0	0	3	11	1	0
"166"	5221	1957	"Graduation"	"Married"	52852	0	1	"01-12-2012"	93	714	8	99	11	0	47	4	10	7	5	8	1	0	0	0	0	0	3	11	0	0
"167"	1050	1952	"Graduation"	"Married"	28332	0	0	"30-04-2014"	58	14	10	13	4	15	9	1	2	1	4	2	0	0	0	0	0	0	3	11	0	0
"168"	1127	1973	"PhD"	"Married"	85844	0	0	"29-05-2014"	62	938	19	843	25	95	38	1	6	6	7	2	0	0	1	0	0	0	3	11	0	0
"169"	5536	1959	"Graduation"	"Together"	87771	0	1	"22-05-2013"	61	1492	38	287	50	57	33	1	5	10	4	6	0	1	1	1	1	0	3	11	1	0
"170"	5316	1976	"Master"	"Together"	21024	0	0	"04-07-2013"	89	36	4	18	6	2	18	1	2	0	4	7	0	0	0	0	0	0	3	11	0	0
"171"	7079	1962	"Graduation"	"Divorced"	63887	0	1	"08-09-2012"	38	897	23	207	15	11	92	5	9	6	12	6	0	0	0	0	0	0	3	11	0	0
"172"	9617	1951	"Graduation"	"Single"	15033	0	0	"16-04-2014"	37	0	4	5	6	0	4	1	1	0	3	3	0	0	0	0	0	0	3	11	0	0
"173"	3661	1995	"2n Cycle"	"Single"	80617	0	0	"12-10-2012"	42	594	51	631	72	55	32	1	4	6	8	2	0	0	0	0	0	0	3	11	0	0
"174"	8395	1961	"Graduation"	"Single"	82014	0	0	"20-08-2012"	48	980	37	265	35	163	31	1	3	6	12	6	0	0	0	0	0	0	3	11	1	0
"175"	9516	1971	"2n Cycle"	"Divorced"	49118	0	0	"18-08-2012"	90	620	54	239	99	98	119	2	9	7	10	7	0	1	0	0	1	0	3	11	1	0
"176"	3623	1976	"Graduation"	"Together"	21675	1	0	"11-06-2014"	55	4	0	16	17	4	4	3	4	0	3	7	0	0	0	0	0	0	3	11	0	1
"177"	9925	1981	"PhD"	"Together"	39665	1	0	"25-05-2013"	97	127	1	56	0	1	31	3	4	2	3	7	1	0	0	0	0	0	3	11	0	1
"178"	4136	1992	"Basic"	"Single"	7500	1	0	"03-12-2012"	63	10	17	18	8	26	40	4	3	2	2	9	0	0	0	0	0	0	3	11	0	1
"179"	4865	1974	"Master"	"Divorced"	53367	1	1	"31-08-2013"	2	229	7	140	10	3	11	7	5	1	8	7	0	0	0	0	0	0	3	11	1	1
"180"	7409	1970	"Graduation"	"Together"	53187	1	0	"26-10-2013"	66	211	2	30	7	7	10	2	4	1	6	5	0	0	0	0	0	0	3	11	0	1
"181"	7990	1947	"Graduation"	"Married"	27469	0	0	"02-08-2012"	2	9	1	2	3	2	0	1	0	0	3	6	0	0	0	0	0	0	3	11	0	0
"182"	2666	1972	"Master"	"Married"	76234	0	1	"06-02-2014"	21	519	50	167	130	0	41	1	8	3	11	3	0	1	0	0	0	0	3	11	0	0
"183"	3276	1976	"2n Cycle"	"Together"	36301	1	0	"25-10-2013"	53	11	12	35	3	5	12	1	3	0	3	7	0	0	0	0	0	0	3	11	0	1
"184"	7842	1968	"Graduation"	"Single"	36065	1	1	"31-03-2013"	54	18	7	34	10	2	3	3	3	0	3	8	0	0	0	0	0	0	3	11	0	1
"185"	4877	1973	"Master"	"Married"	38576	0	1	"04-03-2014"	2	34	0	7	0	0	0	1	1	0	3	7	0	0	0	0	0	0	3	11	0	0
"186"	10821	1978	"Graduation"	"Married"	57113	1	1	"06-02-2013"	45	182	4	33	0	2	42	6	4	1	5	7	0	0	0	0	0	0	3	11	0	1
"187"	5626	1964	"PhD"	"Single"	61798	0	0	"23-11-2013"	13	338	4	89	11	8	13	1	4	2	9	4	0	0	0	0	0	0	3	11	0	0
"188"	8629	1956	"Graduation"	"Widow"	46984	1	1	"26-03-2013"	71	19	1	10	2	1	8	1	1	0	3	5	0	0	0	0	0	0	3	11	0	1
"189"	5474	1970	"Graduation"	"Single"	43020	1	0	"30-11-2013"	79	45	7	99	4	25	43	3	4	1	4	6	0	0	0	0	0	0	3	11	0	1
"190"	793	1973	"Graduation"	"Married"	20895	1	0	"06-10-2012"	24	18	3	17	3	0	4	1	2	0	3	9	0	0	0	0	0	0	3	11	0	1
"191"	4927	1971	"Graduation"	"Together"	16626	2	0	"15-01-2014"	76	8	3	22	21	1	13	3	3	0	3	9	0	0	0	0	0	0	3	11	0	1
"192"	8430	1957	"Graduation"	"Together"	21994	0	1	"24-12-2012"	4	9	0	6	3	1	3	1	0	0	3	5	0	0	0	0	0	0	3	11	0	0
"193"	5300	1973	"Master"	"Married"	38961	1	0	"30-12-2013"	60	19	7	19	0	1	24	1	2	1	2	7	0	0	0	0	0	0	3	11	0	1
"194"	5267	1970	"Graduation"	"Divorced"	33986	1	0	"14-03-2013"	43	16	2	18	2	1	5	1	1	0	3	7	0	0	0	0	0	0	3	11	0	1
"195"	3281	1960	"PhD"	"Married"	49154	1	1	"03-11-2013"	69	206	10	67	30	27	71	6	4	1	8	6	0	0	0	0	0	0	3	11	0	1
"196"	4764	1952	"Master"	"Together"	40442	1	1	"19-08-2012"	52	45	12	52	25	22	13	4	3	1	4	7	0	0	0	0	0	0	3	11	1	1
"197"	2574	1977	"PhD"	"Married"	61996	0	1	"31-01-2013"	27	1050	12	144	0	0	24	3	6	4	8	5	0	1	0	1	1	0	3	11	1	0
"198"	5283	1976	"PhD"	"Single"	42473	1	1	"17-02-2014"	72	93	1	21	0	4	25	3	2	1	4	5	0	0	0	0	0	0	3	11	0	1
"199"	7005	1981	"Graduation"	"Single"	58684	0	0	"16-06-2014"	71	479	35	179	28	7	85	1	5	3	12	2	0	1	0	0	0	0	3	11	0	0
"200"	5885	1973	"2n Cycle"	"Married"	35688	2	1	"22-08-2012"	94	73	3	90	12	1	32	7	4	1	4	8	0	0	0	0	0	0	3	11	0	1
"201"	2415	1962	"Graduation"	"Together"	62568	0	1	"07-04-2014"	99	362	17	398	80	35	61	3	5	3	5	4	0	0	0	1	0	0	3	11	0	0
"202"	7613	1974	"2n Cycle"	"Together"	49669	1	0	"24-05-2014"	97	166	5	107	11	8	29	2	5	1	6	6	0	0	0	0	0	0	3	11	0	1
"203"	9481	1976	"Graduation"	"Married"	17148	1	0	"28-01-2014"	80	9	9	11	13	10	16	4	3	1	3	8	0	0	0	0	0	0	3	11	0	1
"204"	10711	1945	"Graduation"	"Married"	69755	0	0	"02-10-2013"	23	217	77	373	111	23	93	1	3	6	12	1	0	0	0	0	0	0	3	11	0	0
"205"	2656	1971	"Graduation"	"Divorced"	40851	1	1	"21-02-2013"	63	23	1	7	0	4	24	1	1	1	2	7	0	0	0	0	0	0	3	11	0	1
"206"	2379	1953	"Graduation"	"Single"	69267	0	0	"22-09-2012"	31	778	44	499	95	73	146	2	3	4	5	7	0	0	0	0	0	0	3	11	1	0
"207"	4174	1956	"Master"	"Together"	55249	0	1	"17-04-2014"	81	97	1	19	2	0	11	1	2	1	4	3	0	0	0	0	0	0	3	11	0	0
"208"	10704	1969	"Graduation"	"Single"	54803	0	1	"21-08-2012"	65	404	0	92	28	27	142	2	6	2	9	4	0	0	0	0	0	0	3	11	0	0
"209"	1991	1967	"Graduation"	"Together"	44931	0	1	"18-01-2014"	0	78	0	11	0	0	7	1	2	1	3	5	0	0	0	0	0	0	3	11	0	0
"210"	1672	1974	"PhD"	"Together"	65640	0	1	"01-03-2014"	74	204	7	149	20	15	66	1	5	1	8	2	0	0	0	0	0	0	3	11	0	0
"211"	3233	1965	"PhD"	"Married"	62745	0	1	"23-03-2013"	89	562	21	464	28	10	32	3	7	8	11	5	0	0	0	0	0	0	3	11	0	0
"212"	1553	1946	"Graduation"	"Together"	82657	0	0	"27-09-2013"	71	966	168	672	246	105	126	1	7	5	10	4	0	1	0	1	0	0	3	11	0	0
"213"	716	1949	"PhD"	"Together"	67911	0	1	"22-05-2014"	63	529	0	356	63	28	0	3	6	7	11	3	0	0	0	0	0	0	3	11	0	0
"214"	7396	1966	"Graduation"	"Married"	80398	0	0	"10-11-2012"	92	342	51	936	207	35	26	1	5	8	12	3	0	0	1	0	0	0	3	11	0	0
"215"	4998	1962	"Graduation"	"Together"	76081	0	0	"23-05-2014"	85	292	30	415	63	33	200	1	4	5	4	2	0	0	0	1	0	0	3	11	0	0
"216"	466	1944	"Graduation"	"Married"	65275	0	0	"03-04-2013"	9	388	14	218	91	14	21	1	4	3	13	2	0	0	0	0	0	0	3	11	0	0
"217"	1245	1966	"Graduation"	"Single"	63810	0	1	"11-11-2012"	45	977	12	253	16	12	101	4	4	3	12	8	0	1	0	0	0	0	3	11	0	0
"218"	9460	1963	"Graduation"	"Married"	22419	0	0	"18-04-2013"	74	30	3	47	19	21	42	1	3	2	2	8	0	0	0	0	0	0	3	11	0	0
"219"	7912	1978	"Graduation"	"Married"	38136	1	0	"22-04-2013"	69	8	15	27	0	20	33	2	3	1	2	8	1	0	0	0	0	0	3	11	0	1
"220"	11071	1984	"Graduation"	"Single"	79607	0	0	"21-04-2013"	37	450	133	951	173	0	216	1	3	6	6	1	0	0	0	0	0	0	3	11	1	0
"221"	8932	1969	"Master"	"Together"	65176	0	1	"29-10-2012"	57	960	28	183	220	70	70	4	9	6	6	6	0	0	0	0	0	0	3	11	0	0
"222"	9463	1959	"Graduation"	"Together"	71706	0	1	"13-11-2012"	16	931	56	253	91	98	14	4	9	5	7	5	0	0	0	0	0	0	3	11	0	0
"223"	1650	1960	"Master"	"Married"	81843	0	0	"22-04-2013"	13	779	86	537	34	69	138	1	5	9	12	3	0	0	0	0	0	0	3	11	0	0
"224"	6825	1953	"Graduation"	"Together"	41452	1	1	"06-03-2013"	86	13	0	3	0	0	0	1	1	0	2	7	0	0	0	0	0	0	3	11	0	1
"225"	10573	1953	"Graduation"	"Divorced"	62551	0	0	"18-11-2013"	27	125	16	98	134	21	27	1	6	7	4	3	1	0	0	0	0	0	3	11	0	0
"226"	1331	1977	"Graduation"	"Single"	35790	1	0	"02-01-2013"	54	12	6	20	30	1	3	2	2	0	3	7	0	0	0	0	0	0	3	11	0	1
"227"	5172	1976	"Master"	"Together"	65104	0	1	"14-11-2013"	4	738	0	232	13	20	50	2	3	5	7	7	0	0	0	0	0	0	3	11	0	0
"228"	2154	1971	"Graduation"	"Widow"	30372	1	1	"25-12-2012"	33	15	0	12	7	3	7	3	2	0	3	7	0	0	0	0	0	0	3	11	0	1
"229"	2815	1975	"Graduation"	"Married"	33183	1	0	"24-02-2014"	46	7	5	39	17	15	37	2	4	0	3	7	0	0	0	0	0	0	3	11	0	1
"230"	13	1947	"PhD"	"Widow"	25358	0	1	"22-07-2013"	57	19	0	5	0	0	8	2	1	0	3	6	0	0	0	0	0	0	3	11	0	0
"231"	6875	1965	"PhD"	"Together"	32727	0	0	"28-08-2012"	38	167	13	180	86	13	70	2	7	3	5	8	0	0	0	0	0	0	3	11	0	0
"232"	3068	1990	"Graduation"	"Married"	18351	0	0	"29-10-2013"	1	1	12	9	0	14	7	1	2	0	3	7	0	0	0	0	0	0	3	11	0	0
"233"	10582	1979	"Graduation"	"Married"	72063	0	1	"03-07-2013"	3	180	32	348	76	32	90	2	5	2	12	2	0	0	0	0	0	0	3	11	0	0
"234"	8920	1967	"Master"	"Single"	59235	1	0	"12-01-2013"	4	448	40	469	80	0	91	3	11	2	12	7	0	0	0	0	0	0	3	11	0	1
"235"	2246	1965	"2n Cycle"	"Married"	46891	0	1	"01-09-2013"	91	43	12	23	29	15	61	1	2	1	4	4	0	0	0	0	0	0	3	11	0	0
"236"	5236	1979	"Graduation"	"Together"	77568	0	1	"25-08-2012"	30	1230	0	396	232	178	158	1	10	2	8	5	0	1	1	1	0	0	3	11	0	0
"237"	4608	1987	"Graduation"	"Divorced"	81361	0	0	"25-02-2014"	18	163	23	424	27	65	76	1	3	10	13	1	0	0	0	0	0	0	3	11	1	0
"238"	8685	1977	"Graduation"	"Married"	42014	1	0	"17-08-2012"	56	244	15	108	4	15	50	6	7	1	6	8	0	0	0	0	0	0	3	11	1	1
"239"	2674	1958	"Master"	"Single"	75154	0	1	"04-09-2012"	79	543	10	205	160	143	82	1	6	3	6	3	0	0	0	0	0	0	3	11	1	0
"240"	5543	1966	"Graduation"	"Together"	57811	0	1	"24-06-2013"	49	545	7	114	37	21	78	5	7	2	11	5	0	1	0	0	0	0	3	11	0	0
"241"	6710	1951	"Master"	"Single"	58217	2	1	"17-11-2012"	84	68	1	13	3	5	13	1	2	0	4	6	0	0	0	0	0	0	3	11	0	1
"242"	2698	1976	"Graduation"	"Single"	47025	0	1	"07-11-2013"	52	254	7	108	20	0	26	3	6	3	5	6	0	0	0	0	0	0	3	11	0	0
"243"	22	1976	"Graduation"	"Divorced"	46310	1	0	"03-12-2012"	99	185	2	88	15	5	14	2	6	1	5	8	0	0	0	0	0	0	3	11	0	1
"244"	10905	1955	"Graduation"	"Together"	42586	1	1	"29-10-2012"	7	194	2	56	0	0	0	5	4	1	6	8	0	0	0	0	0	0	3	11	1	1
"245"	254	1955	"Graduation"	"Together"	53863	0	1	"17-05-2014"	4	399	4	30	6	4	30	3	7	1	7	7	0	1	0	0	0	0	3	11	0	0
"246"	898	1986	"Graduation"	"Married"	23477	1	0	"21-10-2013"	39	38	15	54	3	8	29	3	3	0	4	8	0	0	0	0	0	0	3	11	0	1
"247"	7919	1976	"PhD"	"Together"	72335	0	0	"13-08-2012"	2	1285	105	653	28	21	0	1	10	4	8	8	0	0	0	0	0	0	3	11	1	0
"248"	8442	1985	"Master"	"Married"	19510	2	0	"04-09-2013"	63	9	0	7	3	4	7	2	1	0	3	7	0	0	0	0	0	0	3	11	0	1
"249"	1357	1970	"Graduation"	"Together"	74854	1	2	"08-04-2013"	90	856	59	487	58	29	73	7	2	5	5	5	0	0	0	0	0	0	3	11	0	1
"250"	4988	1948	"PhD"	"Married"	34469	1	1	"04-05-2014"	58	19	6	20	0	5	12	3	1	1	4	4	0	0	0	0	0	0	3	11	0	1
"251"	7646	1989	"Graduation"	"Single"	64449	1	0	"18-02-2014"	70	218	63	282	137	35	70	4	5	3	12	4	0	0	0	0	0	0	3	11	0	1
"252"	2895	1963	"Graduation"	"Single"	49980	0	1	"23-10-2013"	79	104	1	54	13	9	14	2	3	1	5	5	0	0	0	0	0	0	3	11	0	0
"253"	1212	1973	"Graduation"	"Married"	52845	1	0	"13-08-2013"	7	384	25	292	130	41	64	3	8	8	6	6	1	0	0	0	0	0	3	11	0	1
"254"	4944	1959	"Graduation"	"Together"	71367	0	0	"23-08-2013"	24	227	23	389	42	21	75	1	4	5	7	2	0	0	0	0	0	0	3	11	0	0
"255"	9265	1953	"Graduation"	"Married"	75027	0	1	"09-01-2013"	74	925	64	179	133	12	77	2	9	4	6	5	0	0	0	0	0	0	3	11	0	0
"256"	5184	1995	"Graduation"	"Single"	34824	0	0	"26-03-2014"	65	4	2	11	2	0	4	1	1	0	2	6	0	0	0	0	0	0	3	11	0	0
"257"	4607	1959	"Graduation"	"Together"	71367	0	0	"23-08-2013"	24	227	23	389	42	21	75	1	4	5	7	2	0	0	0	0	0	0	3	11	0	0
"258"	2125	1959	"Graduation"	"Divorced"	63033	0	0	"15-11-2013"	82	194	61	480	225	112	30	1	3	4	8	2	0	0	0	0	0	0	3	11	0	0
"259"	4597	1970	"PhD"	"Together"	82072	0	0	"02-07-2013"	67	889	55	685	168	92	129	1	3	2	13	1	0	0	0	0	0	0	3	11	0	0
"260"	1135	1960	"Master"	"Together"	17144	1	1	"15-02-2014"	96	18	2	19	0	2	6	5	3	0	4	7	0	0	0	0	0	0	3	11	0	1
"261"	6183	1962	"Master"	"Married"	58646	0	1	"10-06-2013"	3	62	1	44	6	5	22	1	2	1	4	4	0	0	0	0	0	0	3	11	0	0
"262"	6892	1968	"Graduation"	"Divorced"	61671	0	1	"03-06-2014"	23	641	7	56	0	0	28	8	10	4	6	8	0	1	0	1	0	0	3	11	0	0
"263"	8931	1986	"Graduation"	"Together"	83033	1	0	"18-05-2014"	82	812	99	431	237	149	33	1	11	4	10	5	0	0	0	1	0	0	3	11	0	1
"264"	6202	1960	"Graduation"	"Together"	63381	0	1	"05-10-2012"	78	571	50	142	33	50	159	4	4	5	13	2	0	0	0	0	0	0	3	11	0	0
"265"	2176	1972	"Graduation"	"Married"	80134	1	0	"20-05-2013"	40	1218	16	272	104	0	80	2	5	3	6	6	0	1	1	1	0	0	3	11	1	1
"266"	538	1989	"Graduation"	"Single"	46107	1	0	"10-02-2014"	78	31	9	27	16	9	33	1	1	1	4	3	0	0	0	0	0	0	3	11	0	1
"267"	8405	1979	"Graduation"	"Divorced"	68274	1	1	"30-09-2013"	83	135	25	51	23	25	46	2	4	2	5	3	0	0	0	0	0	0	3	11	0	1
"268"	1	1961	"Graduation"	"Single"	57091	0	0	"15-06-2014"	0	464	5	64	7	0	37	1	7	3	7	5	0	0	0	0	1	0	3	11	1	0
"269"	6182	1984	"Graduation"	"Together"	26646	1	0	"10-02-2014"	26	11	4	20	10	3	5	2	2	0	4	6	0	0	0	0	0	0	3	11	0	1
"270"	6568	1984	"Graduation"	"Married"	38680	1	0	"28-03-2013"	97	11	0	36	15	5	12	1	2	0	3	7	0	0	0	0	0	0	3	11	0	1
"271"	3262	1958	"Graduation"	"Single"	68281	0	0	"07-08-2012"	31	995	112	417	42	48	41	1	2	9	13	5	0	0	0	0	0	0	3	11	1	0
"272"	7793	1976	"Graduation"	"Together"	62061	0	1	"31-08-2013"	12	641	7	84	0	30	38	3	10	4	7	6	0	1	0	0	0	0	3	11	0	0
"273"	9635	1983	"Master"	"Married"	35876	0	0	"20-04-2014"	13	66	2	40	4	3	14	1	3	1	3	6	0	0	0	0	0	0	3	11	0	0
"274"	8605	1964	"PhD"	"Together"	46910	1	1	"23-03-2014"	36	48	0	14	0	0	6	2	2	0	3	6	0	0	0	0	0	0	3	11	0	1
"275"	6466	1965	"PhD"	"Married"	57236	1	1	"12-03-2014"	22	105	0	9	2	1	4	3	2	1	4	3	0	0	0	0	0	0	3	11	0	1
"276"	7437	1988	"Graduation"	"Single"	27938	1	0	"28-04-2014"	31	13	0	8	2	1	5	1	1	0	4	3	0	0	0	0	0	0	3	11	0	1
"277"	5229	1969	"PhD"	"Together"	54132	0	1	"16-02-2014"	81	30	1	8	0	0	3	1	1	0	3	7	0	0	0	0	0	0	3	11	0	0
"278"	10779	1983	"Graduation"	"Single"	22148	0	0	"13-04-2014"	16	15	5	14	0	4	11	1	1	0	3	7	0	0	0	0	0	0	3	11	0	0
"279"	839	1975	"PhD"	"Married"	45503	1	0	"25-09-2013"	54	97	4	44	6	1	18	1	3	1	4	5	0	0	0	0	0	0	3	11	0	1
"280"	8890	1971	"PhD"	"Divorced"	65808	1	1	"30-05-2014"	1	155	7	80	13	7	10	3	5	1	5	6	0	0	0	0	0	0	3	11	0	1
"281"	6201	1978	"Graduation"	"Single"	38643	1	1	"29-11-2013"	45	22	2	14	0	1	10	2	2	0	3	7	0	0	0	0	0	1	3	11	0	1
"282"	5313	1971	"Master"	"Married"	38196	1	1	"18-04-2014"	20	30	0	11	0	0	3	3	2	0	4	5	0	0	0	0	0	0	3	11	0	1
"283"	7881	1946	"Master"	"Married"	66835	0	0	"28-09-2013"	21	620	26	195	34	17	141	1	6	4	13	2	0	0	0	0	0	0	3	11	0	0
"284"	4405	1956	"Master"	"Married"	63915	0	2	"30-07-2013"	2	622	7	115	30	0	15	2	6	3	12	5	0	0	0	0	0	0	3	11	0	0
"285"	2831	1976	"Graduation"	"Together"	78416	0	1	"27-06-2014"	99	453	38	279	188	38	183	2	7	7	10	3	0	0	0	0	0	0	3	11	0	0
"286"	4712	1991	"2n Cycle"	"Together"	20193	0	0	"28-11-2012"	18	8	8	22	24	11	9	1	1	1	4	4	0	0	0	0	0	0	3	11	0	0
"287"	5117	1963	"2n Cycle"	"Married"	32632	0	0	"02-08-2012"	32	63	151	137	153	19	53	2	4	4	8	5	0	0	0	0	0	0	3	11	0	0
"288"	4278	1983	"PhD"	"Single"	87188	0	0	"03-06-2013"	73	910	111	724	49	74	55	1	10	2	6	3	0	0	0	0	0	0	3	11	1	0
"289"	880	1966	"Basic"	"Together"	22634	0	0	"16-01-2013"	47	2	23	11	8	6	46	1	2	1	2	8	0	0	0	0	0	0	3	11	0	0
"290"	5290	1964	"PhD"	"Married"	41551	1	1	"14-08-2013"	51	220	0	33	3	0	23	5	5	1	5	8	0	0	0	0	0	0	3	11	0	1
"291"	1446	1956	"Master"	"Single"	86424	0	0	"05-04-2014"	12	387	68	569	89	45	68	1	6	9	12	1	0	0	0	0	0	0	3	11	0	0
"292"	3968	1970	"2n Cycle"	"Divorced"	65706	0	0	"28-06-2013"	77	918	10	129	13	0	129	1	11	3	12	7	0	1	1	0	1	0	3	11	1	0
"293"	2937	1974	"PhD"	"Single"	68352	0	1	"28-08-2013"	47	614	16	132	43	33	33	3	8	5	9	6	0	0	0	0	0	0	3	11	0	0
"294"	9260	1945	"PhD"	"Married"	70356	0	0	"05-11-2012"	20	1349	16	249	43	16	33	2	10	6	9	6	0	0	0	0	0	0	3	11	0	0
"295"	8812	1979	"2n Cycle"	"Divorced"	13533	1	0	"10-03-2013"	45	12	3	8	8	0	17	2	2	0	3	7	0	0	0	0	0	0	3	11	0	1
"296"	5255	1986	"Graduation"	"Single"	NA	1	0	"20-02-2013"	19	5	1	3	3	263	362	0	27	0	0	1	0	0	0	0	0	0	3	11	0	1
"297"	8726	1964	"2n Cycle"	"Divorced"	41713	1	1	"29-04-2014"	57	77	8	44	10	10	25	5	3	1	4	6	0	0	0	0	0	0	3	11	0	1
"298"	8534	1952	"Graduation"	"Married"	67433	0	2	"16-07-2013"	51	615	28	259	12	48	30	4	6	5	13	4	0	1	0	0	0	0	3	11	0	0
"299"	7254	1969	"Graduation"	"Together"	38361	1	0	"27-12-2013"	74	39	0	56	20	8	14	3	3	1	3	7	0	0	0	0	0	0	3	11	0	1
"300"	2931	1978	"Graduation"	"Divorced"	71847	0	0	"21-09-2012"	95	737	21	106	55	63	210	0	6	7	9	3	0	0	0	1	0	0	3	11	0	0
